ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
IPG,30.78,0.34,0.1,2.45,2024-11-26,33.4,27.1,29.36,30.34,30.88,59.62,0.72,2.35,1,0,30.78,2024-11-26,30.69,2024-11-25,0.34,30.78,2024-11-26,27.1,2024-11-15,4.43,33.4,2024-01-29,27.1,2024-11-15,-6.99,58.06,1999-12-17,0.71,1982-03-19,3824.0,Interpublic Group of Companies (The),Communication Services,Advertising,"New York City, New York",1992-10-01,51644,1961 (1930)
IQV,199.2,-2.31,-4.71,0.72,2024-11-26,259.0,191.0,207.0,221.1,231.5,39.22,6.89,3.46,0,0,204.0,2024-11-25,199.2,2024-11-26,-2.31,221.2,2024-11-06,191.0,2024-11-18,-4.71,259.0,2024-03-12,191.0,2024-11-18,-13.49,282.5,2021-12-30,41.6,2013-10-08,373.2,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",2017-08-29,1478242,1982
IR,104.7,-0.65,-0.69,0.46,2024-11-26,105.4,69.6,101.4,99.7,93.8,61.94,1.96,1.88,0,0,105.4,2024-11-25,104.7,2024-11-26,-0.65,105.4,2024-11-25,94.0,2024-11-01,11.38,105.4,2024-11-25,74.75,2024-01-03,36.4,105.4,2024-11-25,18.92,2018-12-24,396.0,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",2020-03-03,1699150,1859
IRM,122.3,1.29,1.56,0.38,2024-11-26,128.1,63.28,119.25,120.0,96.75,56.62,2.85,2.33,1,0,122.3,2024-11-26,120.75,2024-11-25,1.29,125.75,2024-11-05,113.1,2024-11-14,0.97,128.1,2024-10-28,65.3,2024-01-17,78.25,128.1,2024-10-28,2.51,1996-03-25,4056.0,Iron Mountain,Real Estate,Other Specialized REITs,"Boston, Massachusetts",2009-01-06,1020569,1951
ISRG,540.0,0.65,3.5,0.58,2024-11-26,550.5,309.5,528.5,506.8,441.5,60.6,10.6,1.96,0,0,540.0,2024-11-26,536.5,2024-11-25,0.65,550.5,2024-11-21,506.2,2024-11-01,6.66,550.5,2024-11-21,322.2,2024-01-03,63.16,550.5,2024-11-21,0.74,2001-04-11,26530.0,Intuitive Surgical,Health Care,Health Care Equipment,"Sunnyvale, California",2008-06-02,1035267,1995
IT,523.0,0.74,3.83,0.22,2024-11-26,552.0,412.5,525.5,520.5,475.8,49.28,9.93,1.9,0,0,523.0,2024-11-26,519.0,2024-11-25,0.74,552.0,2024-11-13,503.8,2024-11-01,3.79,552.0,2024-11-13,412.5,2024-04-30,19.56,552.0,2024-11-13,3.09,1993-10-12,16140.0,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",2017-04-05,749251,1979
ITW,275.8,-0.25,-0.68,0.34,2024-11-26,276.2,233.1,269.2,263.0,252.6,63.66,4.25,1.54,0,0,276.2,2024-11-25,275.8,2024-11-26,-0.25,276.2,2024-11-25,263.0,2024-11-01,4.79,276.2,2024-11-25,233.1,2024-07-05,5.79,276.2,2024-11-25,0.48,1974-12-20,24660.0,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,"Glenview, Illinois",1986-02-28,49826,1912
IVZ,18.08,-0.39,-0.07,0.86,2024-11-26,18.62,13.77,17.81,17.7,16.25,55.22,0.42,2.35,0,0,18.16,2024-11-25,18.08,2024-11-26,-0.39,18.6,2024-11-06,17.27,2024-11-19,1.69,18.62,2024-10-18,14.17,2024-04-30,1.86,50.6,2000-11-03,6.28,1995-09-08,165.9,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,914208,1935
J,140.4,0.73,1.02,0.43,2024-11-26,149.2,103.6,141.2,137.9,124.8,51.38,3.52,2.51,1,0,140.4,2024-11-26,139.2,2024-11-25,0.73,149.2,2024-11-13,132.5,2024-11-20,0.5,149.2,2024-11-13,105.6,2024-01-04,31.25,149.2,2024-11-13,0.28,1985-09-25,28690.0,Jacobs Solutions,Industrials,Construction & Engineering,"Dallas, Texas",2007-10-26,52988,1947
JBHT,188.8,0.19,0.37,0.43,2024-11-26,218.8,154.6,185.5,177.6,175.6,58.6,5.0,2.65,1,0,188.8,2024-11-26,188.4,2024-11-25,0.19,197.2,2024-11-11,180.1,2024-11-19,4.29,218.8,2024-02-15,154.6,2024-05-29,-3.47,218.8,2024-02-15,1.39,1984-07-26,12140.0,J.B. Hunt,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",2015-07-01,728535,1961
JBL,132.6,-1.03,-1.38,0.32,2024-11-26,154.5,97.56,130.2,124.94,121.4,59.78,2.96,2.23,0,0,134.0,2024-11-25,132.6,2024-11-26,-1.03,137.8,2024-11-06,127.3,2024-11-04,3.88,154.5,2024-03-07,97.56,2024-08-05,3.5,154.5,2024-03-07,0.48,1994-12-14,13816.0,Jabil,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",2023-12-18,898293,1966
JCI,83.7,0.43,0.36,1.97,2024-11-26,86.6,52.28,81.56,78.56,69.6,61.22,1.55,1.85,0,0,83.7,2024-11-26,83.3,2024-11-25,0.43,86.6,2024-11-11,74.25,2024-11-04,10.86,86.6,2024-11-11,52.4,2024-01-16,46.62,130.8,2001-01-30,4.26,1987-10-26,1108.0,Johnson Controls,Industrials,Building Products,"Cork, Ireland",2010-08-27,833444,1885
JKHY,172.4,-0.04,-0.07,0.31,2024-11-26,186.1,155.1,177.1,179.0,171.0,34.3,2.76,1.6,0,0,172.4,2024-11-25,172.4,2024-11-26,-0.04,185.5,2024-11-05,171.1,2024-11-20,-5.87,186.1,2024-10-18,158.5,2024-06-13,4.65,211.1,2022-08-05,0.06,1989-10-09,45860.0,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,"Monett, Missouri",2018-11-13,779152,1976
JNJ,154.1,-1.06,-1.65,2.62,2024-11-26,167.4,144.4,156.0,159.8,155.9,40.88,2.45,1.59,0,0,155.8,2024-11-25,154.1,2024-11-26,-1.06,160.1,2024-11-01,151.9,2024-11-14,-3.75,167.4,2024-09-10,144.4,2024-05-28,-3.65,186.0,2022-04-25,0.14,1962-10-23,inf,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1973-06-30,200406,1886
JNPR,36.0,-0.58,-0.21,1.17,2024-11-26,39.25,27.48,37.7,38.4,37.2,31.66,0.55,1.54,0,0,36.2,2024-11-25,36.0,2024-11-26,-0.58,39.16,2024-11-05,35.1,2024-11-19,-7.72,39.25,2024-10-21,29.34,2024-01-02,22.67,243.0,2000-10-16,4.43,2002-10-07,118.4,Juniper Networks,Information Technology,Communications Equipment,"Sunnyvale, California",2006-06-02,1043604,1996
JPM,249.8,-0.24,-0.59,3.28,2024-11-26,250.2,153.5,237.2,224.8,205.8,68.6,5.1,2.04,0,0,250.2,2024-11-25,249.8,2024-11-26,-0.24,250.2,2024-11-25,219.8,2024-11-04,12.0,250.2,2024-11-25,167.1,2024-01-17,45.12,250.2,2024-11-25,3.38,1990-10-31,4856.0,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",1975-06-30,19617,2000 (1799 / 1871)
K,81.1,0.02,0.02,0.53,2024-11-26,81.2,51.66,80.9,80.8,66.75,58.75,0.33,0.41,0,0,81.1,2024-11-26,81.1,2024-11-25,0.02,81.2,2024-11-13,80.56,2024-11-19,0.65,81.2,2024-11-13,52.94,2024-03-14,40.47,81.7,2016-07-19,1.2,1974-08-28,4668.0,Kellanova,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1989-09-11,55067,1906
KDP,32.72,-0.41,-0.13,4.63,2024-11-26,38.0,28.88,32.66,35.0,33.56,42.53,0.61,1.87,0,0,32.84,2024-11-25,32.72,2024-11-26,-0.41,33.56,2024-11-13,31.23,2024-11-18,-0.32,38.0,2024-09-23,28.88,2024-03-15,-1.96,123.8,2018-07-05,11.9,2009-03-09,28.3,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",2022-06-21,1418135,1981
KEY,19.67,-0.73,-0.14,4.73,2024-11-26,19.97,11.93,18.72,17.69,15.65,66.25,0.46,2.33,0,0,19.81,2024-11-25,19.67,2024-11-26,-0.73,19.97,2024-11-06,17.05,2024-11-04,14.4,19.97,2024-11-06,13.2,2024-01-18,34.6,43.12,1998-04-14,4.6,2009-06-03,221.2,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1994-03-01,91576,1825
KEYS,171.6,-0.05,-0.08,0.44,2024-11-26,171.6,119.9,159.4,157.4,148.5,66.44,4.56,2.66,0,0,171.6,2024-11-25,171.6,2024-11-26,-0.05,171.6,2024-11-25,149.4,2024-11-15,13.23,171.6,2024-11-25,119.9,2024-08-07,10.36,207.9,2021-12-27,21.19,2016-02-09,507.5,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2018-11-06,1601046,2014 (1939)
KHC,31.97,-0.16,-0.05,4.74,2024-11-26,38.66,30.58,32.4,33.94,34.8,40.88,0.6,1.88,0,0,32.03,2024-11-25,31.97,2024-11-26,-0.16,33.5,2024-11-05,30.58,2024-11-19,-4.54,38.66,2024-04-29,30.58,2024-11-19,-16.12,96.6,2017-02-17,20.06,2020-03-12,-56.2,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,1637459,2015 (1869)
KIM,25.44,-0.37,-0.1,1.58,2024-11-26,25.55,17.6,24.72,24.0,21.02,66.0,0.38,1.48,0,0,25.55,2024-11-25,25.44,2024-11-26,-0.37,25.55,2024-11-25,23.83,2024-11-01,6.78,25.55,2024-11-25,17.6,2024-04-17,19.56,53.4,2007-02-21,4.39,1991-12-06,472.5,Kimco Realty,Real Estate,Retail REITs,"Jericho, New York",2006-04-04,879101,1958
KKR,160.4,0.87,1.38,1.37,2024-11-26,160.4,69.4,149.6,141.0,114.8,73.4,3.55,2.21,1,0,160.4,2024-11-26,159.0,2024-11-25,0.87,160.4,2024-11-26,136.8,2024-11-04,16.53,160.4,2024-11-26,79.9,2024-01-03,97.2,160.4,2024-11-26,8.8,2010-07-21,1472.0,KKR,Financials,Asset Management & Custody Banks,"New York City, New York",2024-06-24,1404912,1976
KLAC,628.5,-2.53,-16.28,0.48,2024-11-26,892.5,528.5,654.0,706.5,735.5,38.25,20.3,3.23,0,0,644.5,2024-11-25,628.5,2024-11-26,-2.53,687.5,2024-11-08,614.5,2024-11-15,-6.12,892.5,2024-07-10,544.5,2024-01-05,12.13,892.5,2024-07-10,0.6,1982-03-11,54240.0,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California",1997-09-30,319201,1975/1977 (1997)
KMB,140.0,0.65,0.9,0.98,2024-11-26,148.4,118.06,134.8,138.6,135.5,62.78,2.11,1.51,1,0,140.0,2024-11-26,139.1,2024-11-25,0.65,140.0,2024-11-26,131.6,2024-11-06,4.03,148.4,2024-09-04,118.06,2024-01-24,14.45,158.9,2020-08-12,2.26,1980-04-11,5496.0,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1957-03-04,55785,1872
KMI,27.97,0.41,0.11,5.18,2024-11-26,28.55,16.56,26.62,24.81,20.78,68.75,0.55,1.97,0,0,27.97,2024-11-26,27.84,2024-11-25,0.41,28.55,2024-11-21,24.19,2024-11-01,15.65,28.55,2024-11-21,16.56,2024-02-13,56.84,44.56,2015-04-23,9.98,2020-03-18,-9.94,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,1506307,1997
KMX,84.8,-0.41,-0.35,0.71,2024-11-26,87.1,63.16,77.0,75.5,76.1,71.9,2.29,2.7,0,0,85.1,2024-11-25,84.8,2024-11-26,-0.41,85.1,2024-11-25,72.3,2024-11-01,17.3,87.1,2024-03-28,67.2,2024-05-01,11.29,154.9,2021-11-09,0.72,2000-01-20,703.0,CarMax,Consumer Discretionary,Automotive Retail,"Richmond, Virginia",2010-06-28,1170010,1993
KO,64.5,0.22,0.14,6.88,2024-11-26,73.0,57.62,63.88,67.5,64.7,46.88,0.9,1.4,1,0,64.5,2024-11-26,64.4,2024-11-25,0.22,65.4,2024-11-05,61.75,2024-11-15,-0.75,73.0,2024-09-03,58.06,2024-04-16,7.86,73.0,2024-09-03,0.19,1962-06-27,24430.0,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia",1957-03-04,21344,1886
KR,60.5,0.67,0.4,1.44,2024-11-26,60.5,43.6,58.34,57.06,54.22,66.0,1.04,1.71,1,0,60.5,2024-11-26,60.1,2024-11-25,0.67,60.5,2024-11-26,56.28,2024-11-04,6.93,60.5,2024-11-26,44.62,2024-02-07,30.73,61.66,2022-04-08,0.46,1974-12-19,6410.0,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,56873,1883
KVUE,24.03,-0.85,-0.2,7.23,2024-11-26,24.23,17.7,23.45,22.88,20.58,61.16,0.51,2.12,0,0,24.23,2024-11-25,24.03,2024-11-26,-0.85,24.23,2024-11-25,22.5,2024-11-06,5.74,24.23,2024-11-25,17.7,2024-07-10,11.43,27.5,2023-05-15,17.7,2024-07-10,-10.65,Kenvue,Consumer Staples,Personal Care Products,"Skillman, New Jersey",2023-08-25,1944048,2022 (Johnson & Johnson spinoff)
L,86.25,0.51,0.44,0.17,2024-11-26,86.25,68.0,82.56,80.75,77.7,68.1,1.32,1.54,0,0,86.25,2024-11-26,85.8,2024-11-25,0.51,86.25,2024-11-26,76.5,2024-11-04,8.83,86.25,2024-11-26,70.25,2024-01-03,22.44,86.25,2024-11-26,0.6,1980-03-27,12740.0,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",1995-05-31,60086,1959
LDOS,165.5,1.17,1.92,0.61,2024-11-26,201.4,105.9,179.2,170.8,148.4,42.22,5.77,3.49,0,0,165.5,2024-11-26,163.6,2024-11-25,1.17,201.4,2024-11-11,158.2,2024-11-19,-9.54,201.4,2024-11-11,107.7,2024-01-03,53.25,201.4,2024-11-11,25.62,2012-05-18,273.0,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,1336920,1969
LEN,172.9,-3.24,-5.78,1.13,2024-11-26,192.5,126.06,170.5,177.5,166.4,50.34,4.76,2.76,0,0,178.6,2024-11-25,172.9,2024-11-26,-3.24,178.6,2024-11-25,166.1,2024-11-12,1.9,192.5,2024-09-19,142.5,2024-07-09,17.23,192.5,2024-09-19,1.18,1980-03-24,14200.0,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,920760,1954
LH,238.6,-1.09,-2.63,0.28,2024-11-26,246.2,192.5,236.5,226.6,215.6,57.03,5.09,2.13,0,0,241.2,2024-11-25,238.6,2024-11-26,-1.09,246.2,2024-11-13,227.1,2024-11-01,5.09,246.2,2024-11-13,192.5,2024-05-29,2.62,270.0,2021-12-31,2.42,1998-08-31,866.5,LabCorp,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,920148,1978
LHX,245.6,2.09,5.02,0.35,2024-11-26,264.2,188.6,250.0,245.4,226.8,47.3,5.14,2.09,0,0,245.6,2024-11-26,240.6,2024-11-25,2.09,264.2,2024-11-11,240.6,2024-11-25,-0.75,264.2,2024-11-11,200.4,2024-04-16,17.1,270.8,2022-03-07,3.31,1990-10-26,2428.0,L3Harris,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,202058,"2019 (L3 1997, Harris 1895)"
LIN,455.2,-0.12,-0.54,0.6,2024-11-26,486.5,398.8,457.0,467.8,453.0,44.38,6.06,1.33,0,0,455.8,2024-11-25,455.2,2024-11-26,-0.12,465.5,2024-11-07,444.0,2024-11-19,-0.47,486.5,2024-10-18,400.8,2024-02-05,11.13,486.5,2024-10-18,6.94,1992-07-08,5636.0,Linde plc,Materials,Industrial Gases,"Guildford, United Kingdom",1992-07-01,1707925,1879
LKQ,38.9,-2.16,-0.86,0.66,2024-11-26,53.4,36.78,38.1,38.7,43.4,53.88,0.86,2.2,0,0,39.75,2024-11-25,38.9,2024-11-26,-2.16,39.75,2024-11-25,36.9,2024-11-01,5.42,53.4,2024-03-28,36.78,2024-10-31,-17.73,60.03,2021-12-31,1.69,2004-10-25,1871.0,LKQ Corporation,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,1065696,1998
LLY,790.5,4.69,35.4,4.73,2024-11-26,960.0,570.0,793.5,859.5,836.0,45.75,26.66,3.37,0,0,790.5,2024-11-26,755.0,2024-11-25,4.69,832.5,2024-11-11,727.0,2024-11-18,-3.48,960.0,2024-08-30,592.0,2024-01-02,33.47,960.0,2024-08-30,2.05,1977-09-21,19420.0,Lilly (Eli),Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,59478,1876
LMT,522.0,0.0,0.0,0.7,2024-11-26,614.5,418.2,544.5,571.0,503.8,31.17,11.2,2.15,0,0,522.0,2024-11-25,522.0,2024-11-25,0.0,570.5,2024-11-11,522.0,2024-11-25,-4.3,614.5,2024-10-21,418.2,2024-02-14,14.42,614.5,2024-10-21,0.92,1977-04-25,54340.0,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1957-03-04,936468,1995
LNT,63.5,-0.19,-0.12,0.62,2024-11-26,63.62,47.4,60.2,60.4,54.16,65.9,1.11,1.75,0,0,63.62,2024-11-25,63.5,2024-11-26,-0.19,63.62,2024-11-25,56.25,2024-11-07,9.99,63.62,2024-11-25,47.4,2024-04-16,22.42,65.2,2022-04-06,3.38,1974-09-12,1162.0,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",2016-07-01,352541,1917
LOW,273.2,-0.8,-2.19,0.98,2024-11-26,284.0,198.9,267.2,269.5,243.5,55.03,5.79,2.12,0,0,275.2,2024-11-25,273.2,2024-11-26,-0.8,275.2,2024-11-25,259.2,2024-11-19,4.27,284.0,2024-10-16,210.5,2024-01-24,24.92,284.0,2024-10-16,0.33,1981-11-23,58660.0,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,60667,1904/1946/1959
LRCX,72.25,-2.02,-1.49,3.84,2024-11-26,112.75,69.5,74.4,76.9,88.75,44.12,2.44,3.37,0,0,73.7,2024-11-25,72.25,2024-11-26,-2.02,79.2,2024-11-07,70.06,2024-11-15,-3.45,112.75,2024-07-10,70.06,2024-11-15,-3.62,112.75,2024-07-10,0.07,1990-08-23,32400.0,Lam Research,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",2012-06-29,707549,1980
LULU,319.5,-2.23,-7.3,0.65,2024-11-26,511.2,233.4,315.2,294.0,323.5,56.22,10.41,3.26,0,0,326.8,2024-11-25,319.5,2024-11-26,-2.23,330.2,2024-11-14,301.8,2024-11-19,-0.54,505.5,2024-01-02,233.4,2024-08-05,-36.8,511.2,2023-12-29,2.24,2009-03-09,2182.0,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",2023-10-18,1397187,1998
LUV,32.1,-1.06,-0.35,3.35,2024-11-26,34.84,23.7,31.69,30.73,29.11,55.72,0.85,2.65,0,0,32.44,2024-11-25,32.1,2024-11-26,-1.06,32.66,2024-11-11,29.9,2024-11-04,4.82,34.84,2024-03-07,23.7,2024-08-05,12.66,66.3,2018-01-02,0.17,1980-04-18,15656.0,Southwest Airlines,Industrials,Passenger Airlines,"Dallas, Texas",1994-07-01,92380,1967
LVS,50.94,-0.89,-0.46,1.63,2024-11-26,55.25,37.88,50.5,50.12,46.7,54.53,1.17,2.3,0,0,51.4,2024-11-25,50.94,2024-11-26,-0.89,51.72,2024-11-01,47.97,2024-11-15,-1.52,55.25,2024-02-16,37.88,2024-08-05,-0.75,144.5,2007-10-02,1.42,2009-03-09,9.42,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,1300514,1988
LW,77.4,0.79,0.61,0.86,2024-11-26,110.0,53.0,78.1,73.56,79.9,53.62,1.94,2.51,0,0,77.4,2024-11-26,76.75,2024-11-25,0.79,81.2,2024-11-08,75.06,2024-11-19,0.39,110.0,2024-01-17,53.0,2024-07-25,-27.38,115.1,2023-07-03,29.89,2016-11-11,155.1,Lamb Weston,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,1679273,2016 (1950)
LYB,81.8,-2.65,-2.23,1.56,2024-11-26,105.9,81.8,84.5,89.56,95.94,32.1,1.54,1.89,0,0,84.06,2024-11-25,81.8,2024-11-26,-2.65,87.3,2024-11-07,81.8,2024-11-26,-5.46,105.9,2024-04-03,81.8,2024-11-26,-15.27,121.5,2018-01-26,15.0,2010-07-07,272.0,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,1489393,2007
LYV,138.2,-1.59,-2.24,1.1,2024-11-26,140.5,81.44,127.56,118.25,101.4,75.25,2.93,2.12,0,0,140.5,2024-11-25,138.2,2024-11-26,-1.59,140.5,2024-11-25,117.1,2024-11-01,18.05,140.5,2024-11-25,87.44,2024-02-05,50.62,140.5,2024-11-25,2.52,2009-03-20,1175.0,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,1335258,2010
MA,528.5,0.37,1.95,0.95,2024-11-26,530.0,408.2,517.5,508.0,473.0,62.0,7.82,1.48,1,0,528.5,2024-11-26,526.5,2024-11-25,0.37,530.0,2024-11-11,505.5,2024-11-05,4.03,530.0,2024-11-11,418.8,2024-01-03,25.28,530.0,2024-11-11,4.39,2006-07-18,11390.0,Mastercard,Financials,Transaction & Payment Processing Services,"Harrison, New York",2008-07-18,1141391,1966
MAA,162.9,0.59,0.95,0.21,2024-11-26,166.6,123.4,156.9,156.6,143.5,64.7,2.76,1.7,1,0,162.9,2024-11-26,162.0,2024-11-25,0.59,162.9,2024-11-26,149.1,2024-11-01,9.22,166.6,2024-09-16,123.4,2024-02-13,19.94,229.5,2021-12-31,21.0,1999-03-26,653.5,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee",2016-12-02,912595,1977
MAR,287.2,-0.24,-0.68,0.7,2024-11-26,288.0,202.5,276.2,264.0,244.8,68.7,4.74,1.65,0,0,288.0,2024-11-25,287.2,2024-11-26,-0.24,288.0,2024-11-25,256.5,2024-11-04,10.26,288.0,2024-11-25,211.4,2024-08-05,29.52,288.0,2024-11-25,9.26,1998-10-06,1612.0,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",1998-05-29,1048286,1927
MAS,80.5,-2.0,-1.64,0.55,2024-11-26,85.7,59.5,79.6,81.75,75.25,51.7,1.73,2.15,0,0,82.2,2024-11-25,80.5,2024-11-26,-2.0,82.2,2024-11-25,76.2,2024-11-19,0.44,85.7,2024-10-18,64.25,2024-01-04,20.97,85.7,2024-10-18,2.17,1980-03-27,3252.0,Masco,Industrials,Building Products,"Livonia, Michigan",1981-06-30,62996,1929
MCD,296.0,-0.06,-0.17,0.92,2024-11-26,316.5,245.9,294.5,300.0,279.5,50.16,4.97,1.68,0,0,296.2,2024-11-25,296.0,2024-11-26,-0.06,301.5,2024-11-11,288.5,2024-11-21,0.27,316.5,2024-10-18,245.9,2024-07-09,-0.34,316.5,2024-10-18,0.15,1966-10-06,inf,McDonald's,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,63908,1940
MCHP,68.44,-2.0,-1.4,3.78,2024-11-26,99.5,62.88,70.1,74.25,84.1,44.5,2.47,3.61,0,0,69.9,2024-11-25,68.44,2024-11-26,-2.0,75.06,2024-11-05,62.88,2024-11-15,-8.5,99.5,2024-05-22,62.88,2024-11-15,-20.92,99.5,2024-05-22,0.31,1993-03-22,20860.0,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,827054,1989
MCK,623.0,1.0,6.18,0.27,2024-11-26,630.5,439.5,584.0,535.0,549.0,72.0,13.32,2.14,0,0,623.0,2024-11-26,616.5,2024-11-25,1.0,628.5,2024-11-21,525.5,2024-11-05,18.34,630.5,2024-08-02,473.5,2024-01-02,31.58,630.5,2024-08-02,15.25,1994-12-12,3676.0,McKesson Corporation,Health Care,Health Care Distributors,"Irving, Texas",1999-01-13,927653,1833
MCO,497.8,0.74,3.64,0.34,2024-11-26,497.8,361.2,471.8,474.0,431.8,68.7,8.22,1.65,1,0,497.8,2024-11-26,494.0,2024-11-25,0.74,497.8,2024-11-26,456.2,2024-11-01,9.05,497.8,2024-11-26,366.5,2024-02-14,30.34,497.8,2024-11-26,6.94,1995-01-27,5890.0,Moody's Corporation,Financials,Financial Exchanges & Data,"New York City, New York",1998-07-01,1059556,1909
MDLZ,64.8,-0.17,-0.11,3.85,2024-11-26,76.9,63.84,66.25,69.6,69.7,35.6,1.05,1.61,0,0,64.94,2024-11-25,64.8,2024-11-26,-0.17,69.06,2024-11-05,63.84,2024-11-18,-5.37,76.9,2024-02-02,63.84,2024-11-18,-12.2,78.4,2023-05-11,21.0,2009-03-05,107.44,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012-10-02,1103982,2012
MDT,85.6,-0.14,-0.12,2.79,2024-11-26,92.25,76.8,87.75,88.9,84.44,40.72,1.64,1.92,0,0,85.75,2024-11-25,85.6,2024-11-26,-0.14,90.1,2024-11-06,84.1,2024-11-20,-4.93,92.25,2024-10-23,76.8,2024-07-08,3.37,135.1,2021-09-08,0.13,1977-10-27,24260.0,Medtronic,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,1613103,1949
MET,87.3,-0.03,-0.02,1.27,2024-11-26,87.3,63.16,82.5,82.9,74.8,67.7,1.63,1.87,0,0,87.3,2024-11-25,87.3,2024-11-26,-0.03,87.3,2024-11-25,78.1,2024-11-05,11.33,87.3,2024-11-25,65.4,2024-02-01,29.64,87.3,2024-11-25,10.78,2009-03-05,532.0,MetLife,Financials,Life & Health Insurance,"New York City, New York",2000-12-11,1099219,1868
META,573.0,1.39,7.83,7.28,2024-11-26,596.0,317.5,572.5,574.0,514.5,51.75,13.85,2.42,0,0,573.0,2024-11-26,565.0,2024-11-25,1.39,591.5,2024-11-07,554.0,2024-11-15,1.02,596.0,2024-10-04,344.5,2024-01-03,65.44,596.0,2024-10-04,17.73,2012-09-04,1399.0,Meta Platforms,Communication Services,Interactive Media & Services,"Menlo Park, California",2013-12-23,1326801,2004
MGM,37.38,-2.48,-0.95,1.33,2024-11-26,47.78,34.06,37.66,38.7,40.72,45.44,1.09,2.9,0,0,38.3,2024-11-25,37.38,2024-11-26,-2.48,38.3,2024-11-25,36.22,2024-11-05,2.61,47.78,2024-04-01,34.06,2024-08-05,-17.84,99.75,2007-10-09,1.89,2009-03-05,1259.0,MGM Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,789570,1986
MHK,139.9,-3.56,-5.17,0.23,2024-11-26,162.8,85.8,139.6,148.9,132.0,45.84,4.26,3.05,0,0,145.0,2024-11-25,139.9,2024-11-26,-3.56,147.6,2024-11-06,134.2,2024-11-01,4.16,162.8,2024-07-29,97.56,2024-01-24,32.84,284.8,2017-12-01,5.11,1992-06-29,1947.0,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Calhoun, Georgia",2013-12-23,851968,1878
